dataset,horizon,origin,phase,step,series,value
ETTm1,96,1065,observed_context,-18,Observed history,7.73799991607666
ETTm1,96,1065,observed_context,-17,Observed history,7.668000221252441
ETTm1,96,1065,observed_context,-16,Observed history,7.526999473571777
ETTm1,96,1065,observed_context,-15,Observed history,7.73799991607666
ETTm1,96,1065,observed_context,-14,Observed history,7.597001075744629
ETTm1,96,1065,observed_context,-13,Observed history,7.73799991607666
ETTm1,96,1065,observed_context,-12,Observed history,7.315999984741211
ETTm1,96,1065,observed_context,-11,Observed history,7.1050004959106445
ETTm1,96,1065,observed_context,-10,Observed history,7.17500114440918
ETTm1,96,1065,observed_context,-9,Observed history,7.597001075744629
ETTm1,96,1065,observed_context,-8,Observed history,7.456999778747559
ETTm1,96,1065,observed_context,-7,Observed history,6.9639997482299805
ETTm1,96,1065,observed_context,-6,Observed history,6.894000053405762
ETTm1,96,1065,observed_context,-5,Observed history,7.034999847412109
ETTm1,96,1065,observed_context,-4,Observed history,6.9639997482299805
ETTm1,96,1065,observed_context,-3,Observed history,6.9639997482299805
ETTm1,96,1065,observed_context,-2,Observed history,7.034999847412109
ETTm1,96,1065,observed_context,-1,Observed history,7.315999984741211
ETTm1,96,1065,forecast,0,Ground truth,7.246000289916992
ETTm1,96,1065,forecast,1,Ground truth,7.034999847412109
ETTm1,96,1065,forecast,2,Ground truth,7.034999847412109
ETTm1,96,1065,forecast,3,Ground truth,6.613000869750977
ETTm1,96,1065,forecast,4,Ground truth,6.261000633239746
ETTm1,96,1065,forecast,5,Ground truth,6.752999305725098
ETTm1,96,1065,forecast,6,Ground truth,6.683000564575195
ETTm1,96,1065,forecast,7,Ground truth,6.613000869750977
ETTm1,96,1065,forecast,8,Ground truth,6.894000053405762
ETTm1,96,1065,forecast,9,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,10,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,11,Ground truth,6.4720001220703125
ETTm1,96,1065,forecast,12,Ground truth,6.541999816894531
ETTm1,96,1065,forecast,13,Ground truth,6.402000427246094
ETTm1,96,1065,forecast,14,Ground truth,5.909000396728516
ETTm1,96,1065,forecast,15,Ground truth,6.119999885559082
ETTm1,96,1065,forecast,16,Ground truth,5.909000396728516
ETTm1,96,1065,forecast,17,Ground truth,5.839000701904297
ETTm1,96,1065,forecast,18,Ground truth,5.697999954223633
ETTm1,96,1065,forecast,19,Ground truth,5.627999305725098
ETTm1,96,1065,forecast,20,Ground truth,5.697999954223633
ETTm1,96,1065,forecast,21,Ground truth,5.909000396728516
ETTm1,96,1065,forecast,22,Ground truth,5.557000160217285
ETTm1,96,1065,forecast,23,Ground truth,5.627999305725098
ETTm1,96,1065,forecast,24,Ground truth,5.697999954223633
ETTm1,96,1065,forecast,25,Ground truth,5.697999954223633
ETTm1,96,1065,forecast,26,Ground truth,5.767999649047852
ETTm1,96,1065,forecast,27,Ground truth,5.627999305725098
ETTm1,96,1065,forecast,28,Ground truth,6.119999885559082
ETTm1,96,1065,forecast,29,Ground truth,5.909000396728516
ETTm1,96,1065,forecast,30,Ground truth,6.261000633239746
ETTm1,96,1065,forecast,31,Ground truth,6.261000633239746
ETTm1,96,1065,forecast,32,Ground truth,6.613000869750977
ETTm1,96,1065,forecast,33,Ground truth,7.1050004959106445
ETTm1,96,1065,forecast,34,Ground truth,6.613000869750977
ETTm1,96,1065,forecast,35,Ground truth,6.752999305725098
ETTm1,96,1065,forecast,36,Ground truth,7.1050004959106445
ETTm1,96,1065,forecast,37,Ground truth,7.17500114440918
ETTm1,96,1065,forecast,38,Ground truth,7.1050004959106445
ETTm1,96,1065,forecast,39,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,40,Ground truth,7.597001075744629
ETTm1,96,1065,forecast,41,Ground truth,7.809000015258789
ETTm1,96,1065,forecast,42,Ground truth,8.581999778747559
ETTm1,96,1065,forecast,43,Ground truth,9.567000389099121
ETTm1,96,1065,forecast,44,Ground truth,9.708000183105469
ETTm1,96,1065,forecast,45,Ground truth,9.355999946594238
ETTm1,96,1065,forecast,46,Ground truth,9.567000389099121
ETTm1,96,1065,forecast,47,Ground truth,9.567000389099121
ETTm1,96,1065,forecast,48,Ground truth,9.496999740600586
ETTm1,96,1065,forecast,49,Ground truth,8.793000221252441
ETTm1,96,1065,forecast,50,Ground truth,8.652999877929688
ETTm1,96,1065,forecast,51,Ground truth,8.652999877929688
ETTm1,96,1065,forecast,52,Ground truth,9.21500015258789
ETTm1,96,1065,forecast,53,Ground truth,9.145000457763672
ETTm1,96,1065,forecast,54,Ground truth,9.355999946594238
ETTm1,96,1065,forecast,55,Ground truth,9.355999946594238
ETTm1,96,1065,forecast,56,Ground truth,9.145000457763672
ETTm1,96,1065,forecast,57,Ground truth,9.21500015258789
ETTm1,96,1065,forecast,58,Ground truth,9.637999534606934
ETTm1,96,1065,forecast,59,Ground truth,9.637999534606934
ETTm1,96,1065,forecast,60,Ground truth,9.21500015258789
ETTm1,96,1065,forecast,61,Ground truth,8.722999572753906
ETTm1,96,1065,forecast,62,Ground truth,8.581999778747559
ETTm1,96,1065,forecast,63,Ground truth,8.230999946594238
ETTm1,96,1065,forecast,64,Ground truth,8.300999641418457
ETTm1,96,1065,forecast,65,Ground truth,8.371000289916992
ETTm1,96,1065,forecast,66,Ground truth,8.371000289916992
ETTm1,96,1065,forecast,67,Ground truth,8.300999641418457
ETTm1,96,1065,forecast,68,Ground truth,8.442000389099121
ETTm1,96,1065,forecast,69,Ground truth,8.581999778747559
ETTm1,96,1065,forecast,70,Ground truth,8.652999877929688
ETTm1,96,1065,forecast,71,Ground truth,8.722999572753906
ETTm1,96,1065,forecast,72,Ground truth,8.86400032043457
ETTm1,96,1065,forecast,73,Ground truth,8.722999572753906
ETTm1,96,1065,forecast,74,Ground truth,8.722999572753906
ETTm1,96,1065,forecast,75,Ground truth,9.003999710083008
ETTm1,96,1065,forecast,76,Ground truth,8.86400032043457
ETTm1,96,1065,forecast,77,Ground truth,8.230999946594238
ETTm1,96,1065,forecast,78,Ground truth,7.878999710083008
ETTm1,96,1065,forecast,79,Ground truth,7.948999404907227
ETTm1,96,1065,forecast,80,Ground truth,7.948999404907227
ETTm1,96,1065,forecast,81,Ground truth,7.668000221252441
ETTm1,96,1065,forecast,82,Ground truth,7.668000221252441
ETTm1,96,1065,forecast,83,Ground truth,7.456999778747559
ETTm1,96,1065,forecast,84,Ground truth,7.386000633239746
ETTm1,96,1065,forecast,85,Ground truth,7.386000633239746
ETTm1,96,1065,forecast,86,Ground truth,7.17500114440918
ETTm1,96,1065,forecast,87,Ground truth,7.315999984741211
ETTm1,96,1065,forecast,88,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,89,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,90,Ground truth,6.894000053405762
ETTm1,96,1065,forecast,91,Ground truth,6.541999816894531
ETTm1,96,1065,forecast,92,Ground truth,6.331000328063965
ETTm1,96,1065,forecast,93,Ground truth,6.541999816894531
ETTm1,96,1065,forecast,94,Ground truth,6.824000358581543
ETTm1,96,1065,forecast,95,Ground truth,6.402000427246094
ETTm1,96,1065,forecast,0,TimeRole,7.4648332595825195
ETTm1,96,1065,forecast,1,TimeRole,7.581995964050293
ETTm1,96,1065,forecast,2,TimeRole,7.72667121887207
ETTm1,96,1065,forecast,3,TimeRole,7.8721160888671875
ETTm1,96,1065,forecast,4,TimeRole,7.984938621520996
ETTm1,96,1065,forecast,5,TimeRole,8.061375617980957
ETTm1,96,1065,forecast,6,TimeRole,8.111814498901367
ETTm1,96,1065,forecast,7,TimeRole,8.272671699523926
ETTm1,96,1065,forecast,8,TimeRole,8.223592758178711
ETTm1,96,1065,forecast,9,TimeRole,8.390656471252441
ETTm1,96,1065,forecast,10,TimeRole,8.37775993347168
ETTm1,96,1065,forecast,11,TimeRole,8.507926940917969
ETTm1,96,1065,forecast,12,TimeRole,8.528813362121582
ETTm1,96,1065,forecast,13,TimeRole,8.695441246032715
ETTm1,96,1065,forecast,14,TimeRole,8.61998176574707
ETTm1,96,1065,forecast,15,TimeRole,8.712329864501953
ETTm1,96,1065,forecast,16,TimeRole,8.800764083862305
ETTm1,96,1065,forecast,17,TimeRole,8.951154708862305
ETTm1,96,1065,forecast,18,TimeRole,8.883056640625
ETTm1,96,1065,forecast,19,TimeRole,8.996468544006348
ETTm1,96,1065,forecast,20,TimeRole,8.960295677185059
ETTm1,96,1065,forecast,21,TimeRole,8.962969779968262
ETTm1,96,1065,forecast,22,TimeRole,8.98408317565918
ETTm1,96,1065,forecast,23,TimeRole,9.034736633300781
ETTm1,96,1065,forecast,24,TimeRole,8.957894325256348
ETTm1,96,1065,forecast,25,TimeRole,8.965523719787598
ETTm1,96,1065,forecast,26,TimeRole,9.021931648254395
ETTm1,96,1065,forecast,27,TimeRole,9.035350799560547
ETTm1,96,1065,forecast,28,TimeRole,9.097942352294922
ETTm1,96,1065,forecast,29,TimeRole,9.092911720275879
ETTm1,96,1065,forecast,30,TimeRole,9.316678047180176
ETTm1,96,1065,forecast,31,TimeRole,9.26712417602539
ETTm1,96,1065,forecast,32,TimeRole,9.41943645477295
ETTm1,96,1065,forecast,33,TimeRole,9.558524131774902
ETTm1,96,1065,forecast,34,TimeRole,9.57022762298584
ETTm1,96,1065,forecast,35,TimeRole,9.70773983001709
ETTm1,96,1065,forecast,36,TimeRole,9.647406578063965
ETTm1,96,1065,forecast,37,TimeRole,9.534524917602539
ETTm1,96,1065,forecast,38,TimeRole,9.627367973327637
ETTm1,96,1065,forecast,39,TimeRole,9.686994552612305
ETTm1,96,1065,forecast,40,TimeRole,9.743721961975098
ETTm1,96,1065,forecast,41,TimeRole,9.671619415283203
ETTm1,96,1065,forecast,42,TimeRole,9.931844711303711
ETTm1,96,1065,forecast,43,TimeRole,10.071365356445312
ETTm1,96,1065,forecast,44,TimeRole,10.094151496887207
ETTm1,96,1065,forecast,45,TimeRole,9.981391906738281
ETTm1,96,1065,forecast,46,TimeRole,9.819494247436523
ETTm1,96,1065,forecast,47,TimeRole,9.758955955505371
ETTm1,96,1065,forecast,48,TimeRole,9.869586944580078
ETTm1,96,1065,forecast,49,TimeRole,9.735861778259277
ETTm1,96,1065,forecast,50,TimeRole,9.750299453735352
ETTm1,96,1065,forecast,51,TimeRole,9.74149227142334
ETTm1,96,1065,forecast,52,TimeRole,9.633286476135254
ETTm1,96,1065,forecast,53,TimeRole,9.651086807250977
ETTm1,96,1065,forecast,54,TimeRole,9.598541259765625
ETTm1,96,1065,forecast,55,TimeRole,9.719853401184082
ETTm1,96,1065,forecast,56,TimeRole,9.726868629455566
ETTm1,96,1065,forecast,57,TimeRole,9.77209758758545
ETTm1,96,1065,forecast,58,TimeRole,9.79473876953125
ETTm1,96,1065,forecast,59,TimeRole,9.724661827087402
ETTm1,96,1065,forecast,60,TimeRole,9.638481140136719
ETTm1,96,1065,forecast,61,TimeRole,9.44009017944336
ETTm1,96,1065,forecast,62,TimeRole,9.330055236816406
ETTm1,96,1065,forecast,63,TimeRole,9.284293174743652
ETTm1,96,1065,forecast,64,TimeRole,9.131019592285156
ETTm1,96,1065,forecast,65,TimeRole,9.024253845214844
ETTm1,96,1065,forecast,66,TimeRole,8.895732879638672
ETTm1,96,1065,forecast,67,TimeRole,8.873518943786621
ETTm1,96,1065,forecast,68,TimeRole,8.788627624511719
ETTm1,96,1065,forecast,69,TimeRole,8.761408805847168
ETTm1,96,1065,forecast,70,TimeRole,8.853575706481934
ETTm1,96,1065,forecast,71,TimeRole,8.705602645874023
ETTm1,96,1065,forecast,72,TimeRole,8.679363250732422
ETTm1,96,1065,forecast,73,TimeRole,8.604376792907715
ETTm1,96,1065,forecast,74,TimeRole,8.575716972351074
ETTm1,96,1065,forecast,75,TimeRole,8.528726577758789
ETTm1,96,1065,forecast,76,TimeRole,8.45294189453125
ETTm1,96,1065,forecast,77,TimeRole,8.447590827941895
ETTm1,96,1065,forecast,78,TimeRole,8.350428581237793
ETTm1,96,1065,forecast,79,TimeRole,8.415271759033203
ETTm1,96,1065,forecast,80,TimeRole,8.382854461669922
ETTm1,96,1065,forecast,81,TimeRole,8.383657455444336
ETTm1,96,1065,forecast,82,TimeRole,8.469005584716797
ETTm1,96,1065,forecast,83,TimeRole,8.381120681762695
ETTm1,96,1065,forecast,84,TimeRole,8.3733491897583
ETTm1,96,1065,forecast,85,TimeRole,8.380997657775879
ETTm1,96,1065,forecast,86,TimeRole,8.406270027160645
ETTm1,96,1065,forecast,87,TimeRole,8.463167190551758
ETTm1,96,1065,forecast,88,TimeRole,8.4651460647583
ETTm1,96,1065,forecast,89,TimeRole,8.418764114379883
ETTm1,96,1065,forecast,90,TimeRole,8.294303894042969
ETTm1,96,1065,forecast,91,TimeRole,8.22804069519043
ETTm1,96,1065,forecast,92,TimeRole,8.436563491821289
ETTm1,96,1065,forecast,93,TimeRole,8.520957946777344
ETTm1,96,1065,forecast,94,TimeRole,8.504100799560547
ETTm1,96,1065,forecast,95,TimeRole,8.574158668518066
ETTm1,96,1065,forecast,0,RGSP-96,7.595392227172852
ETTm1,96,1065,forecast,1,RGSP-96,7.7827253341674805
ETTm1,96,1065,forecast,2,RGSP-96,8.021232604980469
ETTm1,96,1065,forecast,3,RGSP-96,8.243119239807129
ETTm1,96,1065,forecast,4,RGSP-96,8.368982315063477
ETTm1,96,1065,forecast,5,RGSP-96,8.484212875366211
ETTm1,96,1065,forecast,6,RGSP-96,8.601943016052246
ETTm1,96,1065,forecast,7,RGSP-96,8.628569602966309
ETTm1,96,1065,forecast,8,RGSP-96,8.629799842834473
ETTm1,96,1065,forecast,9,RGSP-96,8.672714233398438
ETTm1,96,1065,forecast,10,RGSP-96,8.761662483215332
ETTm1,96,1065,forecast,11,RGSP-96,8.885713577270508
ETTm1,96,1065,forecast,12,RGSP-96,8.999430656433105
ETTm1,96,1065,forecast,13,RGSP-96,9.097434997558594
ETTm1,96,1065,forecast,14,RGSP-96,9.153145790100098
ETTm1,96,1065,forecast,15,RGSP-96,9.164369583129883
ETTm1,96,1065,forecast,16,RGSP-96,9.247674942016602
ETTm1,96,1065,forecast,17,RGSP-96,9.306082725524902
ETTm1,96,1065,forecast,18,RGSP-96,9.327105522155762
ETTm1,96,1065,forecast,19,RGSP-96,9.30522632598877
ETTm1,96,1065,forecast,20,RGSP-96,9.29952621459961
ETTm1,96,1065,forecast,21,RGSP-96,9.286981582641602
ETTm1,96,1065,forecast,22,RGSP-96,9.295004844665527
ETTm1,96,1065,forecast,23,RGSP-96,9.393162727355957
ETTm1,96,1065,forecast,24,RGSP-96,9.475123405456543
ETTm1,96,1065,forecast,25,RGSP-96,9.489144325256348
ETTm1,96,1065,forecast,26,RGSP-96,9.392664909362793
ETTm1,96,1065,forecast,27,RGSP-96,9.428484916687012
ETTm1,96,1065,forecast,28,RGSP-96,9.474437713623047
ETTm1,96,1065,forecast,29,RGSP-96,9.448927879333496
ETTm1,96,1065,forecast,30,RGSP-96,9.464341163635254
ETTm1,96,1065,forecast,31,RGSP-96,9.407233238220215
ETTm1,96,1065,forecast,32,RGSP-96,9.363540649414062
ETTm1,96,1065,forecast,33,RGSP-96,9.384613037109375
ETTm1,96,1065,forecast,34,RGSP-96,9.418011665344238
ETTm1,96,1065,forecast,35,RGSP-96,9.457759857177734
ETTm1,96,1065,forecast,36,RGSP-96,9.45373821258545
ETTm1,96,1065,forecast,37,RGSP-96,9.473106384277344
ETTm1,96,1065,forecast,38,RGSP-96,9.528095245361328
ETTm1,96,1065,forecast,39,RGSP-96,9.580131530761719
ETTm1,96,1065,forecast,40,RGSP-96,9.669309616088867
ETTm1,96,1065,forecast,41,RGSP-96,9.728204727172852
ETTm1,96,1065,forecast,42,RGSP-96,9.853570938110352
ETTm1,96,1065,forecast,43,RGSP-96,9.911693572998047
ETTm1,96,1065,forecast,44,RGSP-96,9.940079689025879
ETTm1,96,1065,forecast,45,RGSP-96,9.877092361450195
ETTm1,96,1065,forecast,46,RGSP-96,9.819804191589355
ETTm1,96,1065,forecast,47,RGSP-96,9.725251197814941
ETTm1,96,1065,forecast,48,RGSP-96,9.736352920532227
ETTm1,96,1065,forecast,49,RGSP-96,9.639904975891113
ETTm1,96,1065,forecast,50,RGSP-96,9.518399238586426
ETTm1,96,1065,forecast,51,RGSP-96,9.443230628967285
ETTm1,96,1065,forecast,52,RGSP-96,9.411154747009277
ETTm1,96,1065,forecast,53,RGSP-96,9.310551643371582
ETTm1,96,1065,forecast,54,RGSP-96,9.322265625
ETTm1,96,1065,forecast,55,RGSP-96,9.388848304748535
ETTm1,96,1065,forecast,56,RGSP-96,9.423019409179688
ETTm1,96,1065,forecast,57,RGSP-96,9.416882514953613
ETTm1,96,1065,forecast,58,RGSP-96,9.46564769744873
ETTm1,96,1065,forecast,59,RGSP-96,9.385209083557129
ETTm1,96,1065,forecast,60,RGSP-96,9.296438217163086
ETTm1,96,1065,forecast,61,RGSP-96,9.281103134155273
ETTm1,96,1065,forecast,62,RGSP-96,9.200907707214355
ETTm1,96,1065,forecast,63,RGSP-96,9.147153854370117
ETTm1,96,1065,forecast,64,RGSP-96,9.09989070892334
ETTm1,96,1065,forecast,65,RGSP-96,8.978177070617676
ETTm1,96,1065,forecast,66,RGSP-96,8.863389015197754
ETTm1,96,1065,forecast,67,RGSP-96,8.749920845031738
ETTm1,96,1065,forecast,68,RGSP-96,8.729378700256348
ETTm1,96,1065,forecast,69,RGSP-96,8.687637329101562
ETTm1,96,1065,forecast,70,RGSP-96,8.648599624633789
ETTm1,96,1065,forecast,71,RGSP-96,8.59889030456543
ETTm1,96,1065,forecast,72,RGSP-96,8.567010879516602
ETTm1,96,1065,forecast,73,RGSP-96,8.4928617477417
ETTm1,96,1065,forecast,74,RGSP-96,8.388362884521484
ETTm1,96,1065,forecast,75,RGSP-96,8.41821575164795
ETTm1,96,1065,forecast,76,RGSP-96,8.364805221557617
ETTm1,96,1065,forecast,77,RGSP-96,8.373367309570312
ETTm1,96,1065,forecast,78,RGSP-96,8.375268936157227
ETTm1,96,1065,forecast,79,RGSP-96,8.436549186706543
ETTm1,96,1065,forecast,80,RGSP-96,8.502613067626953
ETTm1,96,1065,forecast,81,RGSP-96,8.508747100830078
ETTm1,96,1065,forecast,82,RGSP-96,8.532249450683594
ETTm1,96,1065,forecast,83,RGSP-96,8.524725914001465
ETTm1,96,1065,forecast,84,RGSP-96,8.596412658691406
ETTm1,96,1065,forecast,85,RGSP-96,8.677515029907227
ETTm1,96,1065,forecast,86,RGSP-96,8.689163208007812
ETTm1,96,1065,forecast,87,RGSP-96,8.707184791564941
ETTm1,96,1065,forecast,88,RGSP-96,8.763026237487793
ETTm1,96,1065,forecast,89,RGSP-96,8.677118301391602
ETTm1,96,1065,forecast,90,RGSP-96,8.609749794006348
ETTm1,96,1065,forecast,91,RGSP-96,8.596877098083496
ETTm1,96,1065,forecast,92,RGSP-96,8.643424987792969
ETTm1,96,1065,forecast,93,RGSP-96,8.646293640136719
ETTm1,96,1065,forecast,94,RGSP-96,8.671225547790527
ETTm1,96,1065,forecast,95,RGSP-96,8.815603256225586
ETTm1,720,1065,observed_context,-96,Observed history,10.621999740600586
ETTm1,720,1065,observed_context,-95,Observed history,11.114999771118164
ETTm1,720,1065,observed_context,-94,Observed history,11.536999702453613
ETTm1,720,1065,observed_context,-93,Observed history,11.678000450134277
ETTm1,720,1065,observed_context,-92,Observed history,11.536999702453613
ETTm1,720,1065,observed_context,-91,Observed history,11.536999702453613
ETTm1,720,1065,observed_context,-90,Observed history,11.326000213623047
ETTm1,720,1065,observed_context,-89,Observed history,11.114999771118164
ETTm1,720,1065,observed_context,-88,Observed history,10.904000282287598
ETTm1,720,1065,observed_context,-87,Observed history,10.270999908447266
ETTm1,720,1065,observed_context,-86,Observed history,10.0600004196167
ETTm1,720,1065,observed_context,-85,Observed history,10.482000350952148
ETTm1,720,1065,observed_context,-84,Observed history,10.833000183105469
ETTm1,720,1065,observed_context,-83,Observed history,10.762999534606934
ETTm1,720,1065,observed_context,-82,Observed history,10.621999740600586
ETTm1,720,1065,observed_context,-81,Observed history,10.621999740600586
ETTm1,720,1065,observed_context,-80,Observed history,10.482000350952148
ETTm1,720,1065,observed_context,-79,Observed history,10.552000045776367
ETTm1,720,1065,observed_context,-78,Observed history,10.904000282287598
ETTm1,720,1065,observed_context,-77,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-76,Observed history,10.904000282287598
ETTm1,720,1065,observed_context,-75,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-74,Observed history,10.833000183105469
ETTm1,720,1065,observed_context,-73,Observed history,11.043999671936035
ETTm1,720,1065,observed_context,-72,Observed history,11.395999908447266
ETTm1,720,1065,observed_context,-71,Observed history,11.678000450134277
ETTm1,720,1065,observed_context,-70,Observed history,11.114999771118164
ETTm1,720,1065,observed_context,-69,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-68,Observed history,10.621999740600586
ETTm1,720,1065,observed_context,-67,Observed history,11.043999671936035
ETTm1,720,1065,observed_context,-66,Observed history,11.958999633789062
ETTm1,720,1065,observed_context,-65,Observed history,10.270999908447266
ETTm1,720,1065,observed_context,-64,Observed history,10.130000114440918
ETTm1,720,1065,observed_context,-63,Observed history,9.98900032043457
ETTm1,720,1065,observed_context,-62,Observed history,10.0600004196167
ETTm1,720,1065,observed_context,-61,Observed history,10.762999534606934
ETTm1,720,1065,observed_context,-60,Observed history,11.043999671936035
ETTm1,720,1065,observed_context,-59,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-58,Observed history,10.762999534606934
ETTm1,720,1065,observed_context,-57,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-56,Observed history,10.973999977111816
ETTm1,720,1065,observed_context,-55,Observed history,11.043999671936035
ETTm1,720,1065,observed_context,-54,Observed history,11.607000350952148
ETTm1,720,1065,observed_context,-53,Observed history,11.958999633789062
ETTm1,720,1065,observed_context,-52,Observed history,12.380999565124512
ETTm1,720,1065,observed_context,-51,Observed history,11.536999702453613
ETTm1,720,1065,observed_context,-50,Observed history,11.536999702453613
ETTm1,720,1065,observed_context,-49,Observed history,11.326000213623047
ETTm1,720,1065,observed_context,-48,Observed history,11.467000007629395
ETTm1,720,1065,observed_context,-47,Observed history,11.395999908447266
ETTm1,720,1065,observed_context,-46,Observed history,11.1850004196167
ETTm1,720,1065,observed_context,-45,Observed history,10.270999908447266
ETTm1,720,1065,observed_context,-44,Observed history,10.340999603271484
ETTm1,720,1065,observed_context,-43,Observed history,10.130000114440918
ETTm1,720,1065,observed_context,-42,Observed history,10.270999908447266
ETTm1,720,1065,observed_context,-41,Observed history,10.130000114440918
ETTm1,720,1065,observed_context,-40,Observed history,10.199999809265137
ETTm1,720,1065,observed_context,-39,Observed history,9.918999671936035
