dataset,horizon,origin,input_length,step,phase,series,value_standardized
ETTh1,96,895,96,36,input,Ground truth,-1.1382631063461304
ETTh1,96,895,96,37,input,Ground truth,-1.1612566709518433
ETTh1,96,895,96,38,input,Ground truth,-1.1842502355575562
ETTh1,96,895,96,39,input,Ground truth,-1.1688848733901978
ETTh1,96,895,96,40,input,Ground truth,-1.1612566709518433
ETTh1,96,895,96,41,input,Ground truth,-1.1228978633880615
ETTh1,96,895,96,42,input,Ground truth,-1.0616543292999268
ETTh1,96,895,96,43,input,Ground truth,-1.0386607646942139
ETTh1,96,895,96,44,input,Ground truth,-1.0155583620071411
ETTh1,96,895,96,45,input,Ground truth,-1.0003019571304321
ETTh1,96,895,96,46,input,Ground truth,-1.03092360496521
ETTh1,96,895,96,47,input,Ground truth,-1.0003019571304321
ETTh1,96,895,96,48,input,Ground truth,-0.9695712327957153
ETTh1,96,895,96,49,input,Ground truth,-1.0003019571304321
ETTh1,96,895,96,50,input,Ground truth,-1.0692825317382812
ETTh1,96,895,96,51,input,Ground truth,-1.0999042987823486
ETTh1,96,895,96,52,input,Ground truth,-1.0462889671325684
ETTh1,96,895,96,53,input,Ground truth,-1.0539171695709229
ETTh1,96,895,96,54,input,Ground truth,-1.0539171695709229
ETTh1,96,895,96,55,input,Ground truth,-0.9925647377967834
ETTh1,96,895,96,56,input,Ground truth,-0.9313213229179382
ETTh1,96,895,96,57,input,Ground truth,-0.8623406887054443
ETTh1,96,895,96,58,input,Ground truth,-0.8623406887054443
ETTh1,96,895,96,59,input,Ground truth,-0.938949465751648
ETTh1,96,895,96,60,input,Ground truth,-0.9695712327957153
ETTh1,96,895,96,61,input,Ground truth,-1.0155583620071411
ETTh1,96,895,96,62,input,Ground truth,-1.023295521736145
ETTh1,96,895,96,63,input,Ground truth,-0.984936535358429
ETTh1,96,895,96,64,input,Ground truth,-1.007930040359497
ETTh1,96,895,96,65,input,Ground truth,-0.984936535358429
ETTh1,96,895,96,66,input,Ground truth,-1.0539171695709229
ETTh1,96,895,96,67,input,Ground truth,-0.9695712327957153
ETTh1,96,895,96,68,input,Ground truth,-1.0155583620071411
ETTh1,96,895,96,69,input,Ground truth,-1.306955099105835
ETTh1,96,895,96,70,input,Ground truth,-1.299217939376831
ETTh1,96,895,96,71,input,Ground truth,-1.3299486637115479
ETTh1,96,895,96,72,input,Ground truth,-1.3605703115463257
ETTh1,96,895,96,73,input,Ground truth,-1.3375768661499023
ETTh1,96,895,96,74,input,Ground truth,-1.3605703115463257
ETTh1,96,895,96,75,input,Ground truth,-1.3375768661499023
ETTh1,96,895,96,76,input,Ground truth,-1.375935673713684
ETTh1,96,895,96,77,input,Ground truth,-1.3375768661499023
ETTh1,96,895,96,78,input,Ground truth,-1.3681985139846802
ETTh1,96,895,96,79,input,Ground truth,-1.322211503982544
ETTh1,96,895,96,80,input,Ground truth,-1.3529422283172607
ETTh1,96,895,96,81,input,Ground truth,-1.3299486637115479
ETTh1,96,895,96,82,input,Ground truth,-1.391192078590393
ETTh1,96,895,96,83,input,Ground truth,-1.4142946004867554
ETTh1,96,895,96,84,input,Ground truth,-1.4142946004867554
ETTh1,96,895,96,85,input,Ground truth,-1.4219228029251099
ETTh1,96,895,96,86,input,Ground truth,-1.391192078590393
ETTh1,96,895,96,87,input,Ground truth,-1.4372881650924683
ETTh1,96,895,96,88,input,Ground truth,-1.4832751750946045
ETTh1,96,895,96,89,input,Ground truth,-1.4525445699691772
ETTh1,96,895,96,90,input,Ground truth,-1.4755380153656006
ETTh1,96,895,96,91,input,Ground truth,-1.490903377532959
ETTh1,96,895,96,92,input,Ground truth,-1.6748517751693726
ETTh1,96,895,96,93,input,Ground truth,-1.6902170181274414
ETTh1,96,895,96,94,input,Ground truth,-1.590614676475525
ETTh1,96,895,96,95,input,Ground truth,-1.5675121545791626
ETTh1,96,895,96,96,forecast,Ground truth,-1.5675121545791626
ETTh1,96,895,96,97,forecast,Ground truth,-1.5598840713500977
ETTh1,96,895,96,98,forecast,Ground truth,-1.5675121545791626
ETTh1,96,895,96,99,forecast,Ground truth,-1.5522558689117432
ETTh1,96,895,96,100,forecast,Ground truth,-1.5445187091827393
ETTh1,96,895,96,101,forecast,Ground truth,-1.5522558689117432
ETTh1,96,895,96,102,forecast,Ground truth,-1.5215251445770264
ETTh1,96,895,96,103,forecast,Ground truth,-1.4985315799713135
ETTh1,96,895,96,104,forecast,Ground truth,-1.4832751750946045
ETTh1,96,895,96,105,forecast,Ground truth,-1.490903377532959
ETTh1,96,895,96,106,forecast,Ground truth,-1.4602817296981812
ETTh1,96,895,96,107,forecast,Ground truth,-1.4065574407577515
ETTh1,96,895,96,108,forecast,Ground truth,-1.4755380153656006
ETTh1,96,895,96,109,forecast,Ground truth,-1.5138969421386719
ETTh1,96,895,96,110,forecast,Ground truth,-1.4985315799713135
ETTh1,96,895,96,111,forecast,Ground truth,-1.4832751750946045
ETTh1,96,895,96,112,forecast,Ground truth,-1.4449163675308228
ETTh1,96,895,96,113,forecast,Ground truth,-1.4832751750946045
ETTh1,96,895,96,114,forecast,Ground truth,-1.5292623043060303
ETTh1,96,895,96,115,forecast,Ground truth,-1.5138969421386719
ETTh1,96,895,96,116,forecast,Ground truth,-1.5675121545791626
ETTh1,96,895,96,117,forecast,Ground truth,-1.5215251445770264
ETTh1,96,895,96,118,forecast,Ground truth,-1.5368905067443848
ETTh1,96,895,96,119,forecast,Ground truth,-1.4755380153656006
ETTh1,96,895,96,120,forecast,Ground truth,-1.5062687397003174
ETTh1,96,895,96,121,forecast,Ground truth,-1.5062687397003174
ETTh1,96,895,96,122,forecast,Ground truth,-1.5292623043060303
ETTh1,96,895,96,123,forecast,Ground truth,-1.5292623043060303
ETTh1,96,895,96,124,forecast,Ground truth,-1.5292623043060303
ETTh1,96,895,96,125,forecast,Ground truth,-1.4525445699691772
ETTh1,96,895,96,126,forecast,Ground truth,-1.4219228029251099
ETTh1,96,895,96,127,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,128,forecast,Ground truth,-1.4142946004867554
ETTh1,96,895,96,129,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,130,forecast,Ground truth,-1.3299486637115479
ETTh1,96,895,96,131,forecast,Ground truth,-1.3529422283172607
ETTh1,96,895,96,132,forecast,Ground truth,-1.3299486637115479
ETTh1,96,895,96,133,forecast,Ground truth,-1.322211503982544
ETTh1,96,895,96,134,forecast,Ground truth,-1.4142946004867554
ETTh1,96,895,96,135,forecast,Ground truth,-1.4525445699691772
ETTh1,96,895,96,136,forecast,Ground truth,-1.4065574407577515
ETTh1,96,895,96,137,forecast,Ground truth,-1.4525445699691772
ETTh1,96,895,96,138,forecast,Ground truth,-1.4525445699691772
ETTh1,96,895,96,139,forecast,Ground truth,-1.467909812927246
ETTh1,96,895,96,140,forecast,Ground truth,-1.467909812927246
ETTh1,96,895,96,141,forecast,Ground truth,-1.4372881650924683
ETTh1,96,895,96,142,forecast,Ground truth,-1.3835638761520386
ETTh1,96,895,96,143,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,144,forecast,Ground truth,-1.3835638761520386
ETTh1,96,895,96,145,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,146,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,147,forecast,Ground truth,-1.375935673713684
ETTh1,96,895,96,148,forecast,Ground truth,-1.3299486637115479
ETTh1,96,895,96,149,forecast,Ground truth,-1.2226091623306274
ETTh1,96,895,96,150,forecast,Ground truth,-1.1382631063461304
ETTh1,96,895,96,151,forecast,Ground truth,-1.0769107341766357
ETTh1,96,895,96,152,forecast,Ground truth,-1.0999042987823486
ETTh1,96,895,96,153,forecast,Ground truth,-1.0769107341766357
ETTh1,96,895,96,154,forecast,Ground truth,-1.115269660949707
ETTh1,96,895,96,155,forecast,Ground truth,-1.1766220331192017
ETTh1,96,895,96,156,forecast,Ground truth,-1.207243800163269
ETTh1,96,895,96,157,forecast,Ground truth,-1.2609679698944092
ETTh1,96,895,96,158,forecast,Ground truth,-1.2762243747711182
ETTh1,96,895,96,159,forecast,Ground truth,-1.2685961723327637
ETTh1,96,895,96,160,forecast,Ground truth,-1.2609679698944092
ETTh1,96,895,96,161,forecast,Ground truth,-1.283961534500122
ETTh1,96,895,96,162,forecast,Ground truth,-1.2685961723327637
ETTh1,96,895,96,163,forecast,Ground truth,-1.2762243747711182
ETTh1,96,895,96,164,forecast,Ground truth,-1.2915897369384766
ETTh1,96,895,96,165,forecast,Ground truth,-1.306955099105835
ETTh1,96,895,96,166,forecast,Ground truth,-1.3299486637115479
ETTh1,96,895,96,167,forecast,Ground truth,-1.398929238319397
ETTh1,96,895,96,168,forecast,Ground truth,-1.3299486637115479
ETTh1,96,895,96,169,forecast,Ground truth,-1.3375768661499023
ETTh1,96,895,96,170,forecast,Ground truth,-1.375935673713684
ETTh1,96,895,96,171,forecast,Ground truth,-1.306955099105835
ETTh1,96,895,96,172,forecast,Ground truth,-1.115269660949707
ETTh1,96,895,96,173,forecast,Ground truth,-1.1842502355575562
ETTh1,96,895,96,174,forecast,Ground truth,-1.115269660949707
ETTh1,96,895,96,175,forecast,Ground truth,-1.0616543292999268
ETTh1,96,895,96,176,forecast,Ground truth,-1.0539171695709229
ETTh1,96,895,96,177,forecast,Ground truth,-1.03092360496521
ETTh1,96,895,96,178,forecast,Ground truth,-1.0922760963439941
ETTh1,96,895,96,179,forecast,Ground truth,-1.1688848733901978
ETTh1,96,895,96,180,forecast,Ground truth,-1.1766220331192017
ETTh1,96,895,96,181,forecast,Ground truth,-1.1766220331192017
ETTh1,96,895,96,182,forecast,Ground truth,-1.1458913087844849
ETTh1,96,895,96,183,forecast,Ground truth,-1.1306350231170654
ETTh1,96,895,96,184,forecast,Ground truth,-1.299217939376831
ETTh1,96,895,96,185,forecast,Ground truth,-1.3375768661499023
ETTh1,96,895,96,186,forecast,Ground truth,-1.2609679698944092
ETTh1,96,895,96,187,forecast,Ground truth,-1.2302372455596924
ETTh1,96,895,96,188,forecast,Ground truth,-1.2532309293746948
ETTh1,96,895,96,189,forecast,Ground truth,-1.283961534500122
ETTh1,96,895,96,190,forecast,Ground truth,-1.2532309293746948
ETTh1,96,895,96,191,forecast,Ground truth,-1.1842502355575562
ETTh1,96,895,96,0,input,TimeRole,-1.115269660949707
ETTh1,96,895,96,1,input,TimeRole,-1.0462889671325684
ETTh1,96,895,96,2,input,TimeRole,-1.1076414585113525
ETTh1,96,895,96,3,input,TimeRole,-1.03092360496521
ETTh1,96,895,96,4,input,TimeRole,-1.115269660949707
ETTh1,96,895,96,5,input,TimeRole,-1.0155583620071411
ETTh1,96,895,96,6,input,TimeRole,-0.8009882569313049
ETTh1,96,895,96,7,input,TimeRole,-0.777994692325592
ETTh1,96,895,96,8,input,TimeRole,-0.8009882569313049
ETTh1,96,895,96,9,input,TimeRole,-0.8393471837043762
ETTh1,96,895,96,10,input,TimeRole,-0.9465776681900024
ETTh1,96,895,96,11,input,TimeRole,-1.0922760963439941
ETTh1,96,895,96,12,input,TimeRole,-1.1766220331192017
ETTh1,96,895,96,13,input,TimeRole,-1.2456027269363403
ETTh1,96,895,96,14,input,TimeRole,-1.2915897369384766
ETTh1,96,895,96,15,input,TimeRole,-1.3299486637115479
ETTh1,96,895,96,16,input,TimeRole,-1.3605703115463257
ETTh1,96,895,96,17,input,TimeRole,-1.4065574407577515
ETTh1,96,895,96,18,input,TimeRole,-1.4219228029251099
ETTh1,96,895,96,19,input,TimeRole,-1.4602817296981812
ETTh1,96,895,96,20,input,TimeRole,-1.4602817296981812
ETTh1,96,895,96,21,input,TimeRole,-1.4832751750946045
ETTh1,96,895,96,22,input,TimeRole,-1.5062687397003174
ETTh1,96,895,96,23,input,TimeRole,-1.490903377532959
ETTh1,96,895,96,24,input,TimeRole,-1.4985315799713135
ETTh1,96,895,96,25,input,TimeRole,-1.4602817296981812
ETTh1,96,895,96,26,input,TimeRole,-1.4295510053634644
ETTh1,96,895,96,27,input,TimeRole,-1.4065574407577515
ETTh1,96,895,96,28,input,TimeRole,-1.3375768661499023
ETTh1,96,895,96,29,input,TimeRole,-1.3145833015441895
ETTh1,96,895,96,30,input,TimeRole,-1.1458913087844849
ETTh1,96,895,96,31,input,TimeRole,-1.1536285877227783
ETTh1,96,895,96,32,input,TimeRole,-1.1612566709518433
ETTh1,96,895,96,33,input,TimeRole,-1.1536285877227783
ETTh1,96,895,96,34,input,TimeRole,-1.0539171695709229
ETTh1,96,895,96,35,input,TimeRole,-1.1076414585113525
ETTh1,96,895,96,36,input,TimeRole,-1.1382631063461304
ETTh1,96,895,96,37,input,TimeRole,-1.1612566709518433
ETTh1,96,895,96,38,input,TimeRole,-1.1842502355575562
ETTh1,96,895,96,39,input,TimeRole,-1.1688848733901978
ETTh1,96,895,96,40,input,TimeRole,-1.1612566709518433
ETTh1,96,895,96,41,input,TimeRole,-1.1228978633880615
ETTh1,96,895,96,42,input,TimeRole,-1.0616543292999268
ETTh1,96,895,96,43,input,TimeRole,-1.0386607646942139
ETTh1,96,895,96,44,input,TimeRole,-1.0155583620071411
ETTh1,96,895,96,45,input,TimeRole,-1.0003019571304321
ETTh1,96,895,96,46,input,TimeRole,-1.03092360496521
ETTh1,96,895,96,47,input,TimeRole,-1.0003019571304321
ETTh1,96,895,96,48,input,TimeRole,-0.9695712327957153
ETTh1,96,895,96,49,input,TimeRole,-1.0003019571304321
ETTh1,96,895,96,50,input,TimeRole,-1.0692825317382812
ETTh1,96,895,96,51,input,TimeRole,-1.0999042987823486
ETTh1,96,895,96,52,input,TimeRole,-1.0462889671325684
ETTh1,96,895,96,53,input,TimeRole,-1.0539171695709229
ETTh1,96,895,96,54,input,TimeRole,-1.0539171695709229
ETTh1,96,895,96,55,input,TimeRole,-0.9925647377967834
ETTh1,96,895,96,56,input,TimeRole,-0.9313213229179382
ETTh1,96,895,96,57,input,TimeRole,-0.8623406887054443
ETTh1,96,895,96,58,input,TimeRole,-0.8623406887054443
ETTh1,96,895,96,59,input,TimeRole,-0.938949465751648
ETTh1,96,895,96,60,input,TimeRole,-0.9695712327957153
ETTh1,96,895,96,61,input,TimeRole,-1.0155583620071411
ETTh1,96,895,96,62,input,TimeRole,-1.023295521736145
ETTh1,96,895,96,63,input,TimeRole,-0.984936535358429
ETTh1,96,895,96,64,input,TimeRole,-1.007930040359497
ETTh1,96,895,96,65,input,TimeRole,-0.984936535358429
ETTh1,96,895,96,66,input,TimeRole,-1.0539171695709229
ETTh1,96,895,96,67,input,TimeRole,-0.9695712327957153
ETTh1,96,895,96,68,input,TimeRole,-1.0155583620071411
ETTh1,96,895,96,69,input,TimeRole,-1.306955099105835
ETTh1,96,895,96,70,input,TimeRole,-1.299217939376831
ETTh1,96,895,96,71,input,TimeRole,-1.3299486637115479
ETTh1,96,895,96,72,input,TimeRole,-1.3605703115463257
ETTh1,96,895,96,73,input,TimeRole,-1.3375768661499023
ETTh1,96,895,96,74,input,TimeRole,-1.3605703115463257
ETTh1,96,895,96,75,input,TimeRole,-1.3375768661499023
ETTh1,96,895,96,76,input,TimeRole,-1.375935673713684
ETTh1,96,895,96,77,input,TimeRole,-1.3375768661499023
ETTh1,96,895,96,78,input,TimeRole,-1.3681985139846802
ETTh1,96,895,96,79,input,TimeRole,-1.322211503982544
ETTh1,96,895,96,80,input,TimeRole,-1.3529422283172607
ETTh1,96,895,96,81,input,TimeRole,-1.3299486637115479
ETTh1,96,895,96,82,input,TimeRole,-1.391192078590393
ETTh1,96,895,96,83,input,TimeRole,-1.4142946004867554
ETTh1,96,895,96,84,input,TimeRole,-1.4142946004867554
ETTh1,96,895,96,85,input,TimeRole,-1.4219228029251099
ETTh1,96,895,96,86,input,TimeRole,-1.391192078590393
ETTh1,96,895,96,87,input,TimeRole,-1.4372881650924683
ETTh1,96,895,96,88,input,TimeRole,-1.4832751750946045
ETTh1,96,895,96,89,input,TimeRole,-1.4525445699691772
ETTh1,96,895,96,90,input,TimeRole,-1.4755380153656006
ETTh1,96,895,96,91,input,TimeRole,-1.490903377532959
ETTh1,96,895,96,92,input,TimeRole,-1.6748517751693726
ETTh1,96,895,96,93,input,TimeRole,-1.6902170181274414
ETTh1,96,895,96,94,input,TimeRole,-1.590614676475525
ETTh1,96,895,96,95,input,TimeRole,-1.5675121545791626
ETTh1,96,895,96,96,forecast,TimeRole,-1.5056251287460327
ETTh1,96,895,96,97,forecast,TimeRole,-1.464462161064148
ETTh1,96,895,96,98,forecast,TimeRole,-1.4487030506134033
ETTh1,96,895,96,99,forecast,TimeRole,-1.4071502685546875
ETTh1,96,895,96,100,forecast,TimeRole,-1.3539774417877197
ETTh1,96,895,96,101,forecast,TimeRole,-1.309580683708191
ETTh1,96,895,96,102,forecast,TimeRole,-1.2577245235443115
ETTh1,96,895,96,103,forecast,TimeRole,-1.2387478351593018
ETTh1,96,895,96,104,forecast,TimeRole,-1.2513885498046875
ETTh1,96,895,96,105,forecast,TimeRole,-1.2557803392410278
ETTh1,96,895,96,106,forecast,TimeRole,-1.2558653354644775
ETTh1,96,895,96,107,forecast,TimeRole,-1.3123526573181152
ETTh1,96,895,96,108,forecast,TimeRole,-1.3410383462905884
ETTh1,96,895,96,109,forecast,TimeRole,-1.3596450090408325
ETTh1,96,895,96,110,forecast,TimeRole,-1.3772728443145752
ETTh1,96,895,96,111,forecast,TimeRole,-1.3889521360397339
ETTh1,96,895,96,112,forecast,TimeRole,-1.410841703414917
ETTh1,96,895,96,113,forecast,TimeRole,-1.4156118631362915
ETTh1,96,895,96,114,forecast,TimeRole,-1.419397234916687
ETTh1,96,895,96,115,forecast,TimeRole,-1.4248892068862915
ETTh1,96,895,96,116,forecast,TimeRole,-1.4418368339538574
ETTh1,96,895,96,117,forecast,TimeRole,-1.512527346611023
ETTh1,96,895,96,118,forecast,TimeRole,-1.5150415897369385
ETTh1,96,895,96,119,forecast,TimeRole,-1.5007272958755493
ETTh1,96,895,96,120,forecast,TimeRole,-1.4793462753295898
ETTh1,96,895,96,121,forecast,TimeRole,-1.456326961517334
ETTh1,96,895,96,122,forecast,TimeRole,-1.4574472904205322
ETTh1,96,895,96,123,forecast,TimeRole,-1.4454705715179443
ETTh1,96,895,96,124,forecast,TimeRole,-1.4128608703613281
ETTh1,96,895,96,125,forecast,TimeRole,-1.3606748580932617
ETTh1,96,895,96,126,forecast,TimeRole,-1.3058993816375732
ETTh1,96,895,96,127,forecast,TimeRole,-1.2728607654571533
ETTh1,96,895,96,128,forecast,TimeRole,-1.2553799152374268
ETTh1,96,895,96,129,forecast,TimeRole,-1.2311533689498901
ETTh1,96,895,96,130,forecast,TimeRole,-1.2455782890319824
ETTh1,96,895,96,131,forecast,TimeRole,-1.2876007556915283
ETTh1,96,895,96,132,forecast,TimeRole,-1.322666049003601
ETTh1,96,895,96,133,forecast,TimeRole,-1.3622287511825562
ETTh1,96,895,96,134,forecast,TimeRole,-1.3649821281433105
ETTh1,96,895,96,135,forecast,TimeRole,-1.3909647464752197
ETTh1,96,895,96,136,forecast,TimeRole,-1.4083415269851685
ETTh1,96,895,96,137,forecast,TimeRole,-1.420605182647705
ETTh1,96,895,96,138,forecast,TimeRole,-1.4427540302276611
ETTh1,96,895,96,139,forecast,TimeRole,-1.454286813735962
ETTh1,96,895,96,140,forecast,TimeRole,-1.4855760335922241
ETTh1,96,895,96,141,forecast,TimeRole,-1.5301762819290161
ETTh1,96,895,96,142,forecast,TimeRole,-1.5293809175491333
ETTh1,96,895,96,143,forecast,TimeRole,-1.5038743019104004
ETTh1,96,895,96,144,forecast,TimeRole,-1.4760141372680664
ETTh1,96,895,96,145,forecast,TimeRole,-1.455074667930603
ETTh1,96,895,96,146,forecast,TimeRole,-1.4502886533737183
ETTh1,96,895,96,147,forecast,TimeRole,-1.4214774370193481
ETTh1,96,895,96,148,forecast,TimeRole,-1.3827279806137085
ETTh1,96,895,96,149,forecast,TimeRole,-1.3411794900894165
ETTh1,96,895,96,150,forecast,TimeRole,-1.2908709049224854
ETTh1,96,895,96,151,forecast,TimeRole,-1.2376151084899902
ETTh1,96,895,96,152,forecast,TimeRole,-1.236729383468628
ETTh1,96,895,96,153,forecast,TimeRole,-1.2185354232788086
ETTh1,96,895,96,154,forecast,TimeRole,-1.2267094850540161
ETTh1,96,895,96,155,forecast,TimeRole,-1.2749911546707153
ETTh1,96,895,96,156,forecast,TimeRole,-1.3057904243469238
ETTh1,96,895,96,157,forecast,TimeRole,-1.3372269868850708
ETTh1,96,895,96,158,forecast,TimeRole,-1.3340703248977661
ETTh1,96,895,96,159,forecast,TimeRole,-1.353403925895691
ETTh1,96,895,96,160,forecast,TimeRole,-1.3831969499588013
ETTh1,96,895,96,161,forecast,TimeRole,-1.3710823059082031
ETTh1,96,895,96,162,forecast,TimeRole,-1.396409511566162
ETTh1,96,895,96,163,forecast,TimeRole,-1.387273907661438
ETTh1,96,895,96,164,forecast,TimeRole,-1.4160797595977783
ETTh1,96,895,96,165,forecast,TimeRole,-1.4778428077697754
ETTh1,96,895,96,166,forecast,TimeRole,-1.504372000694275
ETTh1,96,895,96,167,forecast,TimeRole,-1.4770326614379883
ETTh1,96,895,96,168,forecast,TimeRole,-1.4580409526824951
ETTh1,96,895,96,169,forecast,TimeRole,-1.4457389116287231
ETTh1,96,895,96,170,forecast,TimeRole,-1.4558991193771362
ETTh1,96,895,96,171,forecast,TimeRole,-1.4360729455947876
ETTh1,96,895,96,172,forecast,TimeRole,-1.3980607986450195
ETTh1,96,895,96,173,forecast,TimeRole,-1.3568153381347656
ETTh1,96,895,96,174,forecast,TimeRole,-1.2665208578109741
ETTh1,96,895,96,175,forecast,TimeRole,-1.2552070617675781
ETTh1,96,895,96,176,forecast,TimeRole,-1.2448959350585938
ETTh1,96,895,96,177,forecast,TimeRole,-1.2419826984405518
ETTh1,96,895,96,178,forecast,TimeRole,-1.2528916597366333
ETTh1,96,895,96,179,forecast,TimeRole,-1.2777433395385742
ETTh1,96,895,96,180,forecast,TimeRole,-1.3107906579971313
ETTh1,96,895,96,181,forecast,TimeRole,-1.3296657800674438
ETTh1,96,895,96,182,forecast,TimeRole,-1.3604506254196167
ETTh1,96,895,96,183,forecast,TimeRole,-1.3844865560531616
ETTh1,96,895,96,184,forecast,TimeRole,-1.4052284955978394
ETTh1,96,895,96,185,forecast,TimeRole,-1.413565754890442
ETTh1,96,895,96,186,forecast,TimeRole,-1.41250479221344
ETTh1,96,895,96,187,forecast,TimeRole,-1.4217326641082764
ETTh1,96,895,96,188,forecast,TimeRole,-1.4413021802902222
ETTh1,96,895,96,189,forecast,TimeRole,-1.512587308883667
ETTh1,96,895,96,190,forecast,TimeRole,-1.495079755783081
ETTh1,96,895,96,191,forecast,TimeRole,-1.4711904525756836
ETTh1,96,895,96,0,input,S-Mamba,-1.115269660949707
ETTh1,96,895,96,1,input,S-Mamba,-1.0462889671325684
ETTh1,96,895,96,2,input,S-Mamba,-1.1076414585113525
ETTh1,96,895,96,3,input,S-Mamba,-1.03092360496521
ETTh1,96,895,96,4,input,S-Mamba,-1.115269660949707
ETTh1,96,895,96,5,input,S-Mamba,-1.0155583620071411
ETTh1,96,895,96,6,input,S-Mamba,-0.8009882569313049
ETTh1,96,895,96,7,input,S-Mamba,-0.777994692325592
ETTh1,96,895,96,8,input,S-Mamba,-0.8009882569313049
ETTh1,96,895,96,9,input,S-Mamba,-0.8393471837043762
ETTh1,96,895,96,10,input,S-Mamba,-0.9465776681900024
ETTh1,96,895,96,11,input,S-Mamba,-1.0922760963439941
ETTh1,96,895,96,12,input,S-Mamba,-1.1766220331192017
ETTh1,96,895,96,13,input,S-Mamba,-1.2456027269363403
ETTh1,96,895,96,14,input,S-Mamba,-1.2915897369384766
ETTh1,96,895,96,15,input,S-Mamba,-1.3299486637115479
ETTh1,96,895,96,16,input,S-Mamba,-1.3605703115463257
ETTh1,96,895,96,17,input,S-Mamba,-1.4065574407577515
ETTh1,96,895,96,18,input,S-Mamba,-1.4219228029251099
ETTh1,96,895,96,19,input,S-Mamba,-1.4602817296981812
ETTh1,96,895,96,20,input,S-Mamba,-1.4602817296981812
ETTh1,96,895,96,21,input,S-Mamba,-1.4832751750946045
ETTh1,96,895,96,22,input,S-Mamba,-1.5062687397003174
ETTh1,96,895,96,23,input,S-Mamba,-1.490903377532959
ETTh1,96,895,96,24,input,S-Mamba,-1.4985315799713135
ETTh1,96,895,96,25,input,S-Mamba,-1.4602817296981812
ETTh1,96,895,96,26,input,S-Mamba,-1.4295510053634644
ETTh1,96,895,96,27,input,S-Mamba,-1.4065574407577515
ETTh1,96,895,96,28,input,S-Mamba,-1.3375768661499023
ETTh1,96,895,96,29,input,S-Mamba,-1.3145833015441895
ETTh1,96,895,96,30,input,S-Mamba,-1.1458913087844849
ETTh1,96,895,96,31,input,S-Mamba,-1.1536285877227783
ETTh1,96,895,96,32,input,S-Mamba,-1.1612566709518433
ETTh1,96,895,96,33,input,S-Mamba,-1.1536285877227783
ETTh1,96,895,96,34,input,S-Mamba,-1.0539171695709229
ETTh1,96,895,96,35,input,S-Mamba,-1.1076414585113525
ETTh1,96,895,96,36,input,S-Mamba,-1.1382631063461304
ETTh1,96,895,96,37,input,S-Mamba,-1.1612566709518433
ETTh1,96,895,96,38,input,S-Mamba,-1.1842502355575562
ETTh1,96,895,96,39,input,S-Mamba,-1.1688848733901978
ETTh1,96,895,96,40,input,S-Mamba,-1.1612566709518433
